title,artist,top genre,year released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top year,artist type
Youngblood,5 Seconds of Summer,boy band,2018.0,2020‑06‑22,120.0,85.0,60.0,-5.0,12.0,15.0,203.0,2.0,46.0,74.0,2018.0,Band/Group
FEFE,6ix9ine,emo rap,2018.0,2020‑06‑22,126.0,39.0,93.0,-9.0,14.0,38.0,179.0,9.0,41.0,75.0,2018.0,Solo
GUMMO,6ix9ine,emo rap,2018.0,2020‑06‑22,157.0,78.0,66.0,-5.0,13.0,64.0,158.0,6.0,17.0,67.0,2018.0,Solo
God is a woman,Ariana Grande,dance pop,2018.0,2020‑06‑22,145.0,66.0,60.0,-6.0,24.0,27.0,198.0,2.0,6.0,83.0,2018.0,Solo
no tears left to cry,Ariana Grande,dance pop,2018.0,2020‑06‑22,122.0,71.0,70.0,-6.0,29.0,35.0,206.0,4.0,6.0,82.0,2018.0,Solo
Jumanji,B Young,afroswing,2018.0,2020‑06‑22,96.0,47.0,79.0,-10.0,10.0,60.0,173.0,28.0,25.0,65.0,2018.0,Solo
Answerphone (feat. Yxng Bane),Banx & Ranx,basshall,2018.0,2020‑06‑22,113.0,83.0,67.0,-4.0,45.0,45.0,191.0,4.0,9.0,60.0,2018.0,Duo
Mine,Bazzi,dance pop,2018.0,2020‑06‑22,143.0,79.0,71.0,-4.0,45.0,72.0,131.0,2.0,7.0,80.0,2018.0,Solo
Eastside (with Halsey & Khalid),benny blanco,electropop,2018.0,2020‑06‑22,89.0,68.0,56.0,-8.0,12.0,32.0,174.0,56.0,32.0,80.0,2018.0,Solo
lovely (with Khalid),Billie Eilish,art pop,2018.0,2020‑06‑22,115.0,30.0,35.0,-10.0,10.0,12.0,200.0,93.0,3.0,91.0,2018.0,Solo
Look Alive (feat. Drake),BlocBoy JB,memphis hip hop,2018.0,2020‑06‑22,140.0,58.0,92.0,-7.0,11.0,60.0,181.0,0.0,27.0,78.0,2018.0,Solo
Finesse - Remix; feat. Cardi B,Bruno Mars,dance pop,2017.0,2020‑06‑22,105.0,86.0,70.0,-5.0,2.0,93.0,217.0,2.0,10.0,78.0,2018.0,Solo
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018.0,2020‑06‑22,124.0,86.0,79.0,-3.0,8.0,59.0,215.0,4.0,11.0,86.0,2018.0,Solo
Never Be the Same,Camila Cabello,dance pop,2018.0,2020‑06‑22,130.0,71.0,64.0,-4.0,14.0,24.0,227.0,18.0,7.0,79.0,2018.0,Solo
I Like It,Cardi B,dance pop,2018.0,2020‑06‑22,136.0,73.0,82.0,-4.0,37.0,65.0,253.0,10.0,13.0,83.0,2018.0,Solo
Bodak Yellow,Cardi B,dance pop,2018.0,2020‑06‑22,125.0,70.0,93.0,-6.0,23.0,49.0,224.0,7.0,10.0,77.0,2018.0,Solo
Be Careful,Cardi B,dance pop,2018.0,2020‑06‑22,152.0,57.0,82.0,-8.0,10.0,54.0,211.0,3.0,41.0,72.0,2018.0,Solo
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,dance pop,2018.0,2021‑06‑15,100.0,64.0,75.0,-5.0,11.0,45.0,186.0,25.0,9.0,61.0,2018.0,Solo
How Long,Charlie Puth,dance pop,2018.0,2020‑06‑22,110.0,56.0,85.0,-5.0,4.0,81.0,201.0,21.0,8.0,77.0,2018.0,Solo
Done for Me (feat. Kehlani),Charlie Puth,dance pop,2018.0,2021‑08‑17,112.0,63.0,86.0,-4.0,7.0,70.0,180.0,19.0,7.0,72.0,2018.0,Solo
The Way I Am,Charlie Puth,dance pop,2018.0,2021‑08‑17,115.0,77.0,76.0,-6.0,6.0,64.0,186.0,31.0,19.0,68.0,2018.0,Solo
This Is America,Childish Gambino,atl hip hop,2018.0,2020‑06‑22,120.0,46.0,85.0,-6.0,35.0,55.0,226.0,12.0,14.0,75.0,2018.0,Solo
Tequila,Dan + Shay,contemporary country,2018.0,2020‑06‑22,86.0,58.0,49.0,-6.0,13.0,49.0,197.0,3.0,3.0,75.0,2018.0,Duo
Nevermind,Dennis Lloyd,israeli pop,2017.0,2020‑06‑22,100.0,69.0,60.0,-8.0,41.0,8.0,157.0,16.0,20.0,79.0,2018.0,Solo
No Brainer,DJ Khaled,dance pop,2018.0,2020‑06‑22,136.0,76.0,55.0,-5.0,9.0,64.0,260.0,7.0,34.0,71.0,2018.0,Solo
God's Plan,Drake,canadian hip hop,2018.0,2020‑06‑22,77.0,45.0,75.0,-9.0,55.0,36.0,199.0,3.0,11.0,86.0,2018.0,Solo
Nonstop,Drake,canadian hip hop,2018.0,2020‑06‑22,155.0,41.0,91.0,-8.0,10.0,42.0,239.0,2.0,12.0,82.0,2018.0,Solo
Nice For What,Drake,canadian hip hop,2018.0,2020‑06‑22,93.0,91.0,59.0,-6.0,12.0,76.0,211.0,9.0,7.0,81.0,2018.0,Solo
In My Feelings,Drake,canadian hip hop,2018.0,2020‑06‑22,91.0,63.0,84.0,-6.0,40.0,35.0,218.0,6.0,13.0,80.0,2018.0,Solo
I'm Upset,Drake,canadian hip hop,2018.0,2020‑06‑22,150.0,59.0,90.0,-8.0,8.0,49.0,214.0,28.0,34.0,73.0,2018.0,Solo
IDGAF,Dua Lipa,dance pop,2017.0,2020‑06‑22,97.0,54.0,84.0,-6.0,8.0,51.0,218.0,4.0,9.0,83.0,2018.0,Solo
In My Mind,Dynoro,edm,2018.0,2020‑06‑22,126.0,77.0,69.0,-5.0,12.0,16.0,185.0,18.0,15.0,83.0,2018.0,Solo
Trip,Ella Mai,dance pop,2018.0,2020‑06‑22,80.0,61.0,48.0,-6.0,11.0,36.0,214.0,23.0,14.0,77.0,2018.0,Solo
Boo'd Up,Ella Mai,dance pop,2017.0,2020‑06‑22,82.0,78.0,56.0,-5.0,8.0,24.0,256.0,9.0,5.0,73.0,2018.0,Solo
River (feat. Ed Sheeran),Eminem,detroit hip hop,2017.0,2020‑06‑22,90.0,75.0,75.0,-6.0,7.0,66.0,221.0,14.0,52.0,77.0,2018.0,Solo
German,EO,afroswing,2018.0,2020‑06‑22,103.0,58.0,86.0,-6.0,19.0,85.0,171.0,81.0,7.0,71.0,2018.0,Solo
Let's Fall in Love for the Night,FINNEAS,alt z,2018.0,2021‑06‑15,128.0,41.0,74.0,-8.0,17.0,37.0,190.0,80.0,10.0,77.0,2018.0,Solo
Simple,Florida Georgia Line,contemporary country,2019.0,2020‑06‑22,200.0,88.0,36.0,-4.0,15.0,86.0,185.0,8.0,10.0,75.0,2018.0,Duo
Him & I (with Halsey),G-Eazy,indie pop rap,2017.0,2020‑06‑22,88.0,73.0,59.0,-6.0,31.0,19.0,269.0,5.0,9.0,80.0,2018.0,Solo
Shotgun,George Ezra,folk-pop,2018.0,2020‑06‑22,116.0,74.0,67.0,-5.0,24.0,75.0,201.0,29.0,5.0,81.0,2018.0,Solo
Paradise,George Ezra,folk-pop,2018.0,2020‑06‑22,138.0,88.0,64.0,-4.0,21.0,91.0,222.0,21.0,4.0,73.0,2018.0,Solo
we fell in love in october,girl in red,bedroom pop,2018.0,2021‑03‑02,130.0,37.0,57.0,-13.0,16.0,24.0,184.0,11.0,3.0,88.0,2018.0,Solo
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2017.0,2020‑06‑22,103.0,71.0,66.0,-4.0,8.0,74.0,175.0,3.0,5.0,81.0,2018.0,Solo
Bad At Love,Halsey,dance pop,2017.0,2020‑06‑22,118.0,75.0,68.0,-4.0,9.0,61.0,181.0,6.0,3.0,77.0,2018.0,Solo
The Greatest Show,Hugh Jackman,hollywood,2017.0,2020‑06‑22,158.0,82.0,42.0,-7.0,7.0,40.0,302.0,0.0,11.0,77.0,2018.0,Band/Group
Natural,Imagine Dragons,modern rock,2018.0,2020‑06‑22,100.0,61.0,70.0,-6.0,8.0,22.0,189.0,22.0,4.0,85.0,2018.0,Band/Group
Make Me Feel,Janelle Monáe,afrofuturism,2018.0,2021‑06‑15,115.0,41.0,86.0,-7.0,33.0,70.0,194.0,13.0,18.0,68.0,2018.0,Solo
You Make It Easy,Jason Aldean,contemporary country,2018.0,2020‑06‑22,132.0,57.0,38.0,-5.0,11.0,41.0,197.0,14.0,3.0,74.0,2018.0,Solo
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,conscious hip hop,2018.0,2020‑06‑22,137.0,71.0,65.0,-5.0,13.0,38.0,230.0,0.0,30.0,76.0,2018.0,Solo
Rise,Jonas Blue,dance pop,2018.0,2020‑06‑22,106.0,79.0,69.0,-5.0,20.0,66.0,194.0,33.0,3.0,74.0,2018.0,Solo
Lucid Dreams,Juice WRLD,chicago rap,2018.0,2020‑06‑22,84.0,57.0,51.0,-7.0,34.0,22.0,240.0,35.0,20.0,89.0,2018.0,Solo
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,2017.0,2020‑08‑11,126.0,59.0,80.0,-7.0,15.0,78.0,213.0,26.0,9.0,85.0,2018.0,Solo
All The Stars (with SZA),Kendrick Lamar,conscious hip hop,2018.0,2020‑06‑22,97.0,63.0,70.0,-5.0,9.0,55.0,232.0,6.0,6.0,85.0,2018.0,Solo
Love Lies (with Normani),Khalid,pop,2018.0,2020‑06‑22,144.0,65.0,71.0,-6.0,13.0,34.0,202.0,10.0,4.0,78.0,2018.0,Solo
1950,King Princess,alt z,2018.0,2021‑06‑10,72.0,54.0,60.0,-7.0,16.0,27.0,225.0,65.0,11.0,77.0,2018.0,Solo
I Like Me Better,Lauv,dance pop,2018.0,2020‑06‑22,92.0,51.0,75.0,-8.0,10.0,42.0,197.0,54.0,25.0,86.0,2018.0,Solo
Yes Indeed,Lil Baby,atl hip hop,2018.0,2020‑06‑22,120.0,35.0,96.0,-9.0,11.0,56.0,142.0,4.0,53.0,84.0,2018.0,Solo
Freaky Friday (feat. Chris Brown),Lil Dicky,comedy rap,2018.0,2020‑06‑22,133.0,60.0,76.0,-5.0,11.0,76.0,217.0,15.0,22.0,74.0,2018.0,Solo
Everyday,Logic,conscious hip hop,2018.0,2021‑08‑17,150.0,74.0,67.0,-4.0,8.0,42.0,205.0,4.0,4.0,74.0,2018.0,Solo
Body,Loud Luxury,dance pop,2017.0,2020‑06‑22,122.0,76.0,75.0,-4.0,5.0,58.0,163.0,5.0,4.0,77.0,2018.0,Duo
Bad Vibe,M.O,afroswing,2018.0,2020‑06‑22,110.0,70.0,81.0,-4.0,10.0,76.0,214.0,18.0,4.0,58.0,2018.0,Band/Group
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,ohio hip hop,2017.0,2021‑05‑06,82.0,72.0,65.0,-5.0,5.0,22.0,203.0,0.0,21.0,77.0,2018.0,Solo
Corazón (feat. Nego do Borel),Maluma,latin,2018.0,2020‑06‑22,198.0,74.0,72.0,-6.0,20.0,75.0,185.0,33.0,25.0,74.0,2018.0,Solo
Wait,Maroon 5,pop,2018.0,2020‑06‑22,126.0,60.0,66.0,-5.0,11.0,45.0,191.0,10.0,6.0,64.0,2018.0,Band/Group
Happier,Marshmello,brostep,2018.0,2020‑06‑22,100.0,79.0,69.0,-3.0,17.0,67.0,214.0,19.0,5.0,86.0,2018.0,Solo
Silence,Marshmello,brostep,2017.0,2020‑06‑22,142.0,76.0,52.0,-3.0,17.0,29.0,181.0,26.0,9.0,84.0,2018.0,Solo
FRIENDS,Marshmello,brostep,2018.0,2020‑06‑22,95.0,88.0,63.0,-2.0,13.0,53.0,203.0,21.0,5.0,83.0,2018.0,Solo
Spotlight,Marshmello,brostep,2018.0,2021‑08‑17,150.0,82.0,55.0,-4.0,74.0,62.0,178.0,1.0,15.0,76.0,2018.0,Solo
Walk It Talk It,Migos,atl hip hop,2018.0,2020‑06‑22,146.0,63.0,91.0,-5.0,11.0,40.0,276.0,9.0,18.0,79.0,2018.0,Trio
MotorSport,Migos,atl hip hop,2018.0,2020‑08‑11,138.0,52.0,90.0,-5.0,33.0,19.0,303.0,3.0,18.0,77.0,2018.0,Trio
Stir Fry,Migos,atl hip hop,2018.0,2020‑06‑22,182.0,82.0,82.0,-5.0,16.0,51.0,190.0,0.0,27.0,75.0,2018.0,Trio
17,MK,dance pop,2017.0,2020‑06‑22,122.0,83.0,70.0,-7.0,7.0,67.0,196.0,0.0,7.0,69.0,2018.0,Solo
Let You Down,NF,hip hop,2017.0,2020‑06‑22,148.0,71.0,66.0,-6.0,18.0,46.0,212.0,31.0,12.0,84.0,2018.0,Solo
Te Boté - Remix,Nio Garcia,latin,2018.0,2020‑06‑22,97.0,68.0,90.0,-3.0,6.0,44.0,418.0,54.0,21.0,81.0,2018.0,Solo
Ric Flair Drip (with Metro Boomin),Offset,atl hip hop,2017.0,2020‑06‑22,100.0,43.0,88.0,-8.0,11.0,33.0,173.0,15.0,21.0,85.0,2018.0,Solo
Vaina Loca,Ozuna,latin,2018.0,2020‑06‑22,94.0,81.0,75.0,-4.0,20.0,56.0,176.0,32.0,8.0,77.0,2018.0,Solo
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,colombian pop,2018.0,2020‑06‑22,170.0,79.0,68.0,-4.0,8.0,84.0,220.0,5.0,8.0,76.0,2018.0,Band/Group
rockstar (feat. 21 Savage),Post Malone,dfw rap,2018.0,2020‑06‑22,160.0,52.0,59.0,-6.0,13.0,13.0,218.0,12.0,7.0,87.0,2018.0,Solo
Better Now,Post Malone,dfw rap,2018.0,2020‑06‑22,145.0,58.0,68.0,-6.0,14.0,34.0,231.0,33.0,4.0,84.0,2018.0,Solo
Psycho (feat. Ty Dolla $ign),Post Malone,dfw rap,2018.0,2020‑06‑22,140.0,56.0,75.0,-8.0,11.0,46.0,221.0,55.0,11.0,82.0,2018.0,Solo
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,hip hop,2018.0,2020‑06‑22,174.0,83.0,71.0,-5.0,12.0,58.0,332.0,2.0,15.0,71.0,2018.0,Duo
Plug Walk,Rich The Kid,atl hip hop,2018.0,2020‑06‑22,95.0,52.0,88.0,-7.0,11.0,16.0,175.0,20.0,14.0,77.0,2018.0,Solo
Mo Bamba,Sheck Wes,rap,2018.0,2020‑08‑11,146.0,63.0,73.0,-5.0,25.0,26.0,184.0,19.0,3.0,81.0,2018.0,Solo
Strangers,Sigrid,dance pop,2019.0,2020‑06‑22,115.0,72.0,76.0,-6.0,8.0,13.0,234.0,1.0,4.0,64.0,2018.0,Solo
Delicate,Taylor Swift,pop,2017.0,2020‑06‑22,95.0,40.0,75.0,-10.0,9.0,5.0,232.0,22.0,7.0,81.0,2018.0,Solo
It's Not Living (If It's Not With You),The 1975,modern alternative rock,2018.0,2021‑06‑15,121.0,84.0,62.0,-5.0,6.0,53.0,248.0,0.0,3.0,75.0,2018.0,Band/Group
This Feeling,The Chainsmokers,dance pop,2018.0,2022‑01‑24,105.0,57.0,57.0,-8.0,9.0,45.0,198.0,6.0,4.0,78.0,2018.0,Duo
Sick Boy,The Chainsmokers,dance pop,2018.0,2022‑01‑24,90.0,58.0,66.0,-8.0,12.0,45.0,193.0,11.0,5.0,74.0,2018.0,Duo
Call Out My Name,The Weeknd,canadian contemporary r&b,2018.0,2020‑06‑22,134.0,59.0,46.0,-5.0,31.0,18.0,228.0,17.0,4.0,85.0,2018.0,Solo
Pray For Me (with Kendrick Lamar),The Weeknd,canadian contemporary r&b,2018.0,2020‑06‑22,101.0,68.0,74.0,-5.0,11.0,19.0,211.0,8.0,9.0,74.0,2018.0,Solo
Jackie Chan,Tiësto,big room,2018.0,2020‑06‑22,128.0,83.0,75.0,-3.0,6.0,69.0,216.0,37.0,5.0,76.0,2018.0,Solo
SICKO MODE,Travis Scott,hip hop,2018.0,2020‑06‑22,155.0,73.0,83.0,-4.0,12.0,45.0,313.0,1.0,22.0,86.0,2018.0,Solo
Taste (feat. Offset),Tyga,dance pop,2018.0,2020‑06‑22,98.0,56.0,88.0,-7.0,10.0,34.0,233.0,2.0,12.0,78.0,2018.0,Solo
Saturday Sun,Vance Joy,folk-pop,2018.0,2021‑06‑15,100.0,86.0,64.0,-4.0,22.0,71.0,215.0,48.0,5.0,75.0,2018.0,Solo
SAD!,XXXTENTACION,emo rap,2018.0,2020‑06‑22,75.0,61.0,74.0,-5.0,12.0,47.0,167.0,26.0,14.0,88.0,2018.0,Solo
Moonlight,XXXTENTACION,emo rap,2018.0,2020‑06‑22,128.0,54.0,92.0,-6.0,10.0,71.0,135.0,56.0,8.0,87.0,2018.0,Solo
changes,XXXTENTACION,emo rap,2018.0,2020‑06‑22,65.0,31.0,67.0,-10.0,10.0,52.0,122.0,88.0,3.0,84.0,2018.0,Solo
If You're Over Me,Years & Years,dance pop,2018.0,2020‑06‑22,104.0,85.0,65.0,-5.0,6.0,62.0,189.0,6.0,9.0,60.0,2018.0,Band/Group
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,cali rap,2018.0,2020‑06‑22,204.0,35.0,75.0,-8.0,9.0,11.0,237.0,1.0,33.0,73.0,2018.0,Solo
The Middle,Zedd,complextro,2018.0,2020‑06‑22,107.0,66.0,75.0,-3.0,11.0,44.0,185.0,17.0,4.0,84.0,2018.0,Solo
a lot,21 Savage,atl hip hop,2018.0,2020‑06‑22,146.0,64.0,84.0,-8.0,34.0,27.0,289.0,4.0,9.0,83.0,2019.0,Solo
Easier,5 Seconds of Summer,boy band,2020.0,2020‑06‑22,176.0,46.0,56.0,-4.0,11.0,62.0,158.0,48.0,26.0,74.0,2019.0,Band/Group
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,melodic rap,2018.0,2020‑06‑22,93.0,66.0,58.0,-5.0,11.0,43.0,189.0,2.0,30.0,80.0,2019.0,Solo
Look Back at It,A Boogie Wit da Hoodie,melodic rap,2018.0,2020‑06‑22,96.0,59.0,79.0,-5.0,15.0,54.0,179.0,41.0,4.0,78.0,2019.0,Solo
Ladbroke Grove,AJ Tracey,grime,2019.0,2020‑08‑20,134.0,84.0,90.0,-9.0,10.0,73.0,191.0,9.0,21.0,73.0,2019.0,Solo
China,Anuel AA,latin,2019.0,2020‑06‑22,105.0,81.0,79.0,-4.0,8.0,61.0,302.0,8.0,9.0,80.0,2019.0,Solo
Secreto,Anuel AA,latin,2019.0,2020‑06‑22,92.0,80.0,81.0,-4.0,14.0,71.0,259.0,60.0,13.0,79.0,2019.0,Solo
7 rings,Ariana Grande,dance pop,2019.0,2020‑06‑22,140.0,32.0,78.0,-11.0,9.0,33.0,179.0,59.0,33.0,88.0,2019.0,Solo
"thank u, next",Ariana Grande,dance pop,2019.0,2020‑06‑22,107.0,65.0,72.0,-6.0,10.0,41.0,207.0,23.0,7.0,85.0,2019.0,Solo
"break up with your girlfriend, i'm bored",Ariana Grande,dance pop,2019.0,2020‑06‑22,170.0,55.0,73.0,-5.0,11.0,34.0,190.0,4.0,9.0,81.0,2019.0,Solo
boyfriend (with Social House),Ariana Grande,dance pop,2019.0,2020‑06‑22,190.0,80.0,40.0,-4.0,16.0,70.0,186.0,12.0,46.0,81.0,2019.0,Solo
On A Roll,Ashley O,pop,2019.0,2020‑06‑22,125.0,81.0,74.0,-6.0,5.0,39.0,154.0,8.0,9.0,62.0,2019.0,Solo
Callaita,Bad Bunny,latin,2019.0,2020‑06‑22,176.0,62.0,61.0,-5.0,24.0,24.0,251.0,60.0,31.0,86.0,2019.0,Solo
MIA (feat. Drake),Bad Bunny,latin,2018.0,2020‑06‑22,97.0,54.0,82.0,-6.0,10.0,16.0,210.0,1.0,6.0,82.0,2019.0,Solo
lovely (with Khalid),Billie Eilish,art pop,2018.0,2020‑06‑22,115.0,30.0,35.0,-10.0,10.0,12.0,200.0,93.0,3.0,91.0,2019.0,Solo
bad guy,Billie Eilish,art pop,2019.0,2020‑06‑22,135.0,43.0,70.0,-11.0,10.0,56.0,194.0,33.0,38.0,88.0,2019.0,Solo
when the party's over,Billie Eilish,art pop,2019.0,2020‑06‑22,83.0,11.0,37.0,-14.0,9.0,20.0,196.0,98.0,10.0,85.0,2019.0,Solo
bury a friend,Billie Eilish,art pop,2019.0,2020‑06‑22,120.0,39.0,91.0,-15.0,11.0,20.0,193.0,74.0,33.0,80.0,2019.0,Solo
Kill This Love,BLACKPINK,k-pop,2019.0,2020‑06‑22,132.0,84.0,76.0,-5.0,23.0,65.0,191.0,32.0,19.0,79.0,2019.0,Band/Group
The Git Up,Blanco Brown,black americana,2019.0,2020‑06‑22,98.0,68.0,85.0,-9.0,27.0,81.0,201.0,7.0,11.0,74.0,2019.0,Solo
Thotiana,Blueface,cali rap,2018.0,2020‑06‑22,104.0,38.0,91.0,-13.0,11.0,39.0,129.0,18.0,27.0,71.0,2019.0,Solo
Boy With Luv (feat. Halsey),BTS,k-pop,2019.0,2020‑06‑22,120.0,86.0,65.0,-5.0,19.0,80.0,230.0,9.0,8.0,86.0,2019.0,Band/Group
Please Me,Cardi B,dance pop,2019.0,2020‑06‑22,134.0,57.0,75.0,-7.0,8.0,65.0,201.0,6.0,8.0,79.0,2019.0,Solo
Money,Cardi B,dance pop,2018.0,2020‑06‑22,130.0,59.0,95.0,-7.0,11.0,22.0,184.0,1.0,29.0,78.0,2019.0,Solo
Suge,DaBaby,north carolina hip hop,2019.0,2020‑06‑22,75.0,66.0,88.0,-6.0,13.0,84.0,163.0,6.0,43.0,77.0,2019.0,Solo
Location (feat. Burna Boy),Dave,uk hip hop,2019.0,2020‑06‑22,110.0,50.0,81.0,-6.0,10.0,55.0,241.0,27.0,30.0,81.0,2019.0,Solo
Juicy,Doja Cat,dance pop,2019.0,2020‑06‑22,170.0,66.0,79.0,-3.0,7.0,46.0,202.0,9.0,7.0,62.0,2019.0,Solo
3 Nights,Dominic Fike,alternative pop rock,2018.0,2020‑06‑22,152.0,52.0,82.0,-7.0,10.0,88.0,178.0,22.0,9.0,84.0,2019.0,Solo
Money In The Grave (Drake ft. Rick Ross),Drake,canadian hip hop,2019.0,2020‑06‑22,101.0,50.0,83.0,-4.0,12.0,10.0,205.0,10.0,5.0,82.0,2019.0,Solo
Don't Start Now,Dua Lipa,dance pop,2019.0,2020‑06‑22,124.0,79.0,79.0,-5.0,10.0,68.0,183.0,1.0,8.0,84.0,2019.0,Solo
Take Me Back to London (feat. Stormzy),Ed Sheeran,pop,2019.0,2020‑06‑22,138.0,76.0,89.0,-6.0,16.0,61.0,190.0,22.0,22.0,71.0,2019.0,Solo
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019.0,2020‑06‑22,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,69.0,2019.0,Solo
Antisocial (with Travis Scott),Ed Sheeran,pop,2019.0,2020‑06‑22,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,68.0,2019.0,Solo
Leave Me Alone,Flipp Dinero,melodic rap,2019.0,2020‑06‑22,150.0,74.0,79.0,-3.0,18.0,74.0,196.0,11.0,9.0,75.0,2019.0,Solo
Lost in the Fire (feat. The Weeknd),Gesaffelstein,dark clubbing,2019.0,2021‑10‑28,101.0,67.0,66.0,-12.0,12.0,17.0,202.0,9.0,4.0,89.0,2019.0,Solo
Without Me,Halsey,dance pop,2018.0,2020‑06‑22,136.0,49.0,75.0,-7.0,9.0,53.0,202.0,30.0,7.0,82.0,2019.0,Solo
emotions,iann dior,melodic rap,2019.0,2021‑08‑17,81.0,63.0,63.0,-6.0,14.0,16.0,131.0,1.0,4.0,77.0,2019.0,Solo
gone girl,iann dior,melodic rap,2019.0,2021‑08‑17,95.0,71.0,68.0,-6.0,7.0,36.0,137.0,16.0,3.0,75.0,2019.0,Solo
MIDDLE CHILD,J. Cole,conscious hip hop,2019.0,2020‑06‑22,124.0,36.0,84.0,-12.0,27.0,46.0,214.0,15.0,28.0,85.0,2019.0,Solo
All Day And Night,Jax Jones,dance pop,2019.0,2020‑06‑22,122.0,78.0,59.0,-4.0,16.0,52.0,169.0,27.0,9.0,64.0,2019.0,Solo
Sorry,Joel Corry,dance pop,2019.0,2020‑06‑22,125.0,79.0,74.0,-5.0,32.0,85.0,189.0,5.0,6.0,68.0,2019.0,Solo
Sucker,Jonas Brothers,boy band,2019.0,2020‑06‑22,138.0,73.0,84.0,-5.0,11.0,95.0,181.0,4.0,6.0,84.0,2019.0,Band/Group
Only Human,Jonas Brothers,boy band,2019.0,2020‑06‑22,94.0,50.0,80.0,-6.0,6.0,87.0,183.0,11.0,7.0,76.0,2019.0,Band/Group
Robbery,Juice WRLD,chicago rap,2019.0,2020‑06‑22,80.0,69.0,62.0,-5.0,15.0,57.0,240.0,33.0,5.0,84.0,2019.0,Solo
Good as You,Kane Brown,black americana,2019.0,2020‑06‑22,154.0,52.0,63.0,-6.0,14.0,77.0,192.0,40.0,4.0,70.0,2019.0,Solo
Nights Like This (feat. Ty Dolla $ign),Kehlani,dance pop,2019.0,2020‑06‑22,146.0,73.0,61.0,-5.0,15.0,29.0,202.0,37.0,15.0,80.0,2019.0,Solo
Better,Khalid,pop,2018.0,2020‑06‑22,98.0,55.0,60.0,-10.0,10.0,11.0,229.0,8.0,10.0,81.0,2019.0,Solo
Talk (feat. Disclosure),Khalid,pop,2019.0,2020‑06‑22,136.0,40.0,90.0,-9.0,6.0,35.0,198.0,5.0,13.0,76.0,2019.0,Solo
ZEZE (feat. Travis Scott & Offset),Kodak Black,florida rap,2018.0,2020‑06‑22,98.0,60.0,86.0,-6.0,9.0,50.0,229.0,5.0,18.0,82.0,2019.0,Solo
Shallow,Lady Gaga,art pop,2018.0,2020‑06‑22,96.0,39.0,57.0,-6.0,23.0,32.0,216.0,37.0,3.0,87.0,2019.0,Solo
Doin' Time,Lana Del Rey,art pop,2019.0,2020‑06‑22,145.0,56.0,64.0,-11.0,9.0,52.0,202.0,40.0,4.0,83.0,2019.0,Solo
i'm so tired...,Lauv,dance pop,2020.0,2020‑06‑22,102.0,73.0,60.0,-7.0,24.0,53.0,163.0,18.0,20.0,81.0,2019.0,Solo
Someone You Loved,Lewis Capaldi,pop,2019.0,2020‑06‑22,110.0,41.0,50.0,-6.0,11.0,45.0,182.0,75.0,3.0,89.0,2019.0,Solo
Grace,Lewis Capaldi,pop,2019.0,2020‑06‑22,104.0,56.0,72.0,-6.0,17.0,49.0,186.0,44.0,3.0,72.0,2019.0,Solo
Old Town Road - Remix,Lil Nas X,lgbtq+ hip hop,2019.0,2020‑06‑22,136.0,62.0,88.0,-6.0,11.0,64.0,157.0,5.0,10.0,83.0,2019.0,Solo
Old Town Road,Lil Nas X,lgbtq+ hip hop,2019.0,2020‑06‑22,136.0,53.0,91.0,-6.0,10.0,51.0,113.0,6.0,13.0,80.0,2019.0,Solo
Panini,Lil Nas X,lgbtq+ hip hop,2019.0,2020‑06‑22,154.0,59.0,70.0,-6.0,12.0,48.0,115.0,34.0,8.0,76.0,2019.0,Solo
Ransom,Lil Tecca,melodic rap,2019.0,2020‑06‑22,180.0,64.0,75.0,-6.0,7.0,23.0,131.0,2.0,29.0,83.0,2019.0,Solo
Truth Hurts,Lizzo,dance pop,2019.0,2020‑06‑22,158.0,62.0,72.0,-3.0,12.0,41.0,173.0,11.0,11.0,80.0,2019.0,Solo
Good as Hell,Lizzo,dance pop,2019.0,2020‑06‑22,96.0,92.0,68.0,-3.0,44.0,54.0,160.0,26.0,9.0,77.0,2019.0,Solo
Soltera - Remix,Lunay,latin,2019.0,2020‑06‑22,92.0,78.0,80.0,-4.0,44.0,80.0,266.0,36.0,4.0,74.0,2019.0,Solo
Light On,Maggie Rogers,indie pop,2019.0,2020‑06‑22,102.0,57.0,66.0,-6.0,13.0,40.0,234.0,20.0,5.0,72.0,2019.0,Solo
